1.5e+00 & 3.1e-02 & 1.2e-01 & 4.3e-02 & 1.2e-02 \\
8.8e-03 & 1.2e-02 & 1.6e-02 & 6.3e-03 & 1.1e-02 \\
1.3e+00 & 8.8e-03 & 1.3e-02 & 1.4e-02 & 1.7e-02 \\
