5.7e-03 & 2.4e-02 & 2.2e-01 \\
1.8e-02 & 1.1e-01 & 1.3e-01 \\
3.8e-02 & 9.2e-02 & 7.8e-01 \\
5.4e-02 & 4.0e-02 & 8.7e-01 \\
8.3e-02 & 2.9e-01 & 9.2e-02 \\
