1.5e+00 & 3.0e-02 & 9.7e-02 & 3.5e-02 & 1.2e-02 \\
8.8e-03 & 1.0e-02 & 1.6e-02 & 5.8e-03 & 1.1e-02 \\
1.3e+00 & 8.6e-03 & 9.9e-03 & 1.4e-02 & 1.5e-02 \\
